law_id,law_name,article_no,article_title,article_text
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,61,배송장치,"제61조(배송장치)
[①] ①콘크리트믹서트럭의 배송장치 하부에는 폐콘크리트 및 폐수를 수거할 수 있는 장치를 설치하여야 하고, 그 장치에는 작동이 원활한 유입장치를 부착하여야 한다. <개정 2009.10.21, 2013.5.27>
[②] ② 배송장치는 콘크리트를 배송할 때 상하, 좌우로 작동이 원활하고 주행 중에는 배송장치가 고정되는 구조이어야 한다. <신설 2013.5.27>
[③] ③ 배송장치는 작동상태에서 심한 진동이나 이상한 소음이 없어야 한다. <신설 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,62,안정도,제62조(안정도) 콘크리트믹서트럭은 자체중량 상태로 평탄한 지면에서 좌우로 20도 기울인 상태에서 전복되지 아니하여야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,63,콘크리트펌프의 붐 및 호퍼,"제63조(콘크리트펌프의 붐 및 호퍼)
[①] ① 콘크리트펌프의 붐은 360도 선회가 가능하여야 한다.
[②] ② 붐이 선회할 때 붐과 조종실의 캡이 접촉되지 않는 구조이거나 접촉방지 장치를 설치하여야 한다. <신설 2013.5.27>
[③] ③ 콘크리트펌프의 최대작업반경 상태에서 붐 최 끝단의 기울기 변화량은 10분당 2.5도 이내이어야 한다. <신설 2013.5.27>
[④] ④ 콘크리트펌프의 호퍼 안의 교반장치는 주기적으로 정회전 및 역회전이 가능한 구조이어야 한다. <개정 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,63,,제15절 콘크리트펌프
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,63,배송장치 등,"제63조의2(배송장치 등)
[①] ① 배송장치는 작동상태에서 심한 진동이나 이상한 소음이 없어야 하며, 배송을 위한 충분한 압력을 유지하여야 한다.
[②] ② 스퀴즈식 콘크리트펌프의 압송롤은 충분한 내구성이 있어야 한다.
[③] ③ 콘크리트펌프의 토출작업 중에는 조종사의 조작에 의해서만 아웃트리거가 작동되는 구조이어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,64,압력계,"제64조(압력계)
[①] ① 콘크리트펌프의 토출압력은 펌프의 토출구에서 토출되는 콘크리트의 단위 면적당 압력을 말하며, 콘크리트펌프 차체에는 토출압력을 표시할 수 있는 압력계를 설치하여야 한다. <개정 2013.5.27>
[②] ② 제1항의 압력계는 해당 콘크리트펌프 토출압력의 130퍼센트까지를 표시할 수 있어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,65,토출량,제65조(토출량) 콘크리트 펌프의 토출량은 토출구에서 토출되는 단위 시간당 콘크리트의 용적(㎥/h)을 말한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,66,계량장치,"제66조(계량장치) 아스팔트믹싱플랜트에는 혼합할 재료의 계량에 필요한 용기, 저울 및 조작에 필요한 기구 등으로 구성된 계량장치를 설치하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,66,,제16절 아스팔트믹싱플랜트
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,67,건조가열장치,제67조(건조가열장치) 아스팔트믹싱플랜트에는 재료를 일정한 온도로 가열 및 건조하는 건조가열장치를 설치하여야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,68,집진기,제68조(집진기) 아스팔트믹싱플랜트에는 배출되는 먼지 등을 회수하는 집진기를 설치하여야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,69,케틀,제69조(케틀) 아스팔트믹싱플랜트에는 역청재를 용해하는 용기인 케틀을 설치하여야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,70,골재공급장치의 피더 등,"제70조(골재공급장치의 피더 등)
[①] ① 아스팔트믹싱플랜트의 재료공급장치의 피더는 골재공급량을 조정할 수 있어야 한다.
[②] ② 아스팔트믹싱플랜트의 혼합장치 내부면에는 마모에 대한 대비 및 보온을 위하여 라이너를 설치하여야 한다.
[③] ③ 아스팔트믹싱플랜트의 아스팔트공급장치의 배관은 보온 피복을 입힌 배관을 사용하거나 증기 또는 가열유가 통과하는 이중 배관을 사용하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,71,스프레더 등,제71조(스프레더 등) 아스팔트피니셔에는 아스팔트를 노면에 고르게 펴는 스프레더와 포설두께를 조절할 수 있는 장치를 설치하여야 한다. <개정 2013.5.27>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,71,,제17절 아스팔트피니셔
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,72,템퍼,제72조(템퍼) 아스팔트피니셔에는 스프레더에 의하여 노면에 펼쳐진 아스팔트를 일정한 다짐상태가 되도록 눌러 다지는 탬퍼를 설치하여야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,73,스크리드,"제73조(스크리드)
[①] ① 아스팔트피니셔에는 탬퍼에 의하여 눌러 다져진 아스팔트의 두께가 일정해지도록 하는 스크리드를 설치하여야 한다.
[②] ② 스크리드에는 아스팔트가 스크리드에 붙지 아니하도록 버너 등 가열장치를 설치하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,74,호퍼,제74조(호퍼) 아스팔트피니셔의 호퍼는 덤프트럭 적재함의 높이를 고려하여 가능하면 낮게 만들어야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,75,,제18절 아스팔트살포기
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,75,가열장치,"제75조(가열장치) 아스팔트살포기에는 가열장치(저장탱크 내부의 아스팔트가 굳어지는 것을 방지하기 위하여 버너로 저장된 아스팔트를 용해하거나 가열하고, 이때 발생하는 배기가스를 이용하여 순환파이프를 보온함으로써 아스팔트가 굳어지는 것을 방지하는 장치를 말한다)를 설치하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,76,노즐,제76조(노즐) 노즐[스프레이 바(연장 스프레이 바를 포함한다)에 부착되어 아스팔트를 분사하는 장치를 말한다]에는 분사량을 조절할 수 있는 밸브가 부착되어야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,77,용량표시장치,"제77조(용량표시장치)
[①] ① 아스팔트살포기의 아스팔트탱크 외부에는 저장할 수 있는 아스팔트의 최대량 및 저장된 아스팔트의 양을 표시하는 용량표시장치를 부착하여야 한다.
[②] ② 제1항의 용량표시장치는 용량을 리터 단위로 표시하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,78,아스팔트탱크의 재질 등,"제78조(아스팔트탱크의 재질 등)
[①] ① 아스팔트살포기의 아스팔트탱크는 열전도율이 낮은 단열재를 사용한 이중 탱크로 만들어져야 한다.
[②] ② 아스팔트살포기의 아스팔트탱크에는 주행할 때에 아스팔트의 출렁임을 방지하기 위한 방파판(防波板)을 내부에 설치하여야 하며, 탱크는 충분한 강도를 가져야 한다. <개정 2013.5.27>
[③] ③ 스프레이 바는 상하좌우로 조정이 가능하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,79,,제19절 쇄석기
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,79,쇄석기의 종류 및 구조,"제79조(쇄석기의 종류 및 구조) 쇄석기의 종류와 그 구조 기준은 다음 각 호와 같다. <개정 2013.5.27>
  [1.] 1.  조 쇄석기：고정판과 동력에 의하여 고정판을 향하여 왕복하는 가동판의 압축력에 의하여 그 사이에 놓여진 원석을 깨뜨리는 쇄석기로, 고정판과 가동판은 압축력에 대하여 충분한 강도를 가질 것
  [2.] 2.  롤 쇄석기：반대방향으로 회전하는 2개의 롤의 압축력에 의하여 그 사이를 통과하는 원석을 깨뜨리는 쇄석기로, 롤, 베어링 및 롤 샤프트는 압축력에 대하여 충분한 강도를 가질 것
  [3.] 3.  자이러토리 쇄석기：고정된 원추형 용기의 내부에 원추두(圓錐頭)를 주축에 장치하여 파쇄실을 형성하고 밑부분에 설치한 편심축의 회전에 의하여 원추두가 편심선회운동을 하면서 원석을 깨뜨리는 쇄석기로, 맨틀은 편심 선회운동이 원활하여야 하고 내마모성 재질로 압축력에 대하여 충분한 강도를 가질 것
  [4.] 4.  콘 쇄석기：자이러토리 쇄석기와 구조가 유사하고 고속회전으로 원석을 깨뜨리는 쇄석기로, 맨틀은 고속회전 및 충격에 대하여 충분한 강도를 가질 것
  [5.] 5.  임펙트 쇄석기：타격판을 부착한 로터의 고속회전으로 원석을 깨뜨리는 쇄석기로, 타격판 및 로터는 압축력에 대하여 충분한 강도를 가질 것
  [6.] 6.  밀 쇄석기：원통형의 드럼 내부에서 여러 개의 강봉이나 볼을 회전시켜 원석을 깨뜨리는 쇄석기로, 드럼 내부의 강봉이나 볼이 원석을 분쇄하기에 충분한 강도를 가질 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,79,표준생산능력,제79조의2(표준생산능력) 쇄석기의 표준생산능력은 배출구의 크기를 제작자등이 제시한 표준상태로 고정시켜 놓은 경우 단위 시간에 생산할 수 있는 골재의 최대량(t/h)을 말한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,80,,제80조 삭제 <2020.7.31>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,81,피더,"제81조(피더) 쇄석기에는 쇄석기의 호퍼에 원석을 연속적으로 공급하는 피더를 설치하여야 하며, 원석을 운반하기에 적합한 재질과 구조를 갖추어야 한다. <개정 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,82,,제20절 공기압축기
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,82,토출압력 등,"제82조(토출압력 등) 공기압축기는 소정의 토출압력(공기압축기의 토출부에서 토출되는 압축된 공기의 압력을 말한다)을 충분한 시간 동안 유지할 수 있어야 하고, 안전 밸브와 언로더 밸브는 각각 독립적으로 작동할 수 있는 구조로 2개 이상 설치하여야 하며, 정확히 작동되도록 조정되어야 한다. <개정 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,82,압축방식의 종류와 구조,"제82조의2(압축방식의 종류와 구조)
[①] ① 베인압축방식의 공기압축기는 로터 및 베인이 규정 토출압력의 공기를 생산하기에 충분한 강도를 가져야 한다.
[②] ② 스크류압축방식의 공기압축기는 스크류가 규정 토출압력의 공기를 생산하기에 충분한 강도를 가져야 한다.
[③] ③ 피스톤압축방식의 공기압축기는 피스톤, 라이너 및 커넥팅로드가 규정 토출압력의 공기를 생산하기에 충분한 강도를 가져야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,83,소음기 등,"제83조(소음기 등)
[①] ① 공기압축기에는 공기를 흡입하여 토출할 때 발생하는 소음을 줄이는 소음기를 설치하여야 한다.
[②] ② 공기압축기에는 공기탱크 내부의 압력을 표시하는 장치를 설치하여야 한다.
[③] ③ 공기압축기의 공기탱크는 규정압력의 1.3배 이상을 견딜 수 있는 구조이어야 한다. <신설 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,83,자동멈춤장치,"제83조의2(자동멈춤장치) 공기압축기는 제작자등이 제시한 다음 각 호의 경우 원동기가 자동으로 멈추는 구조이어야 한다.
  [1.] 1.  엔진 오일 또는 냉각수 온도가 규정 값을 초과한 경우
  [2.] 2.  에어탱크 내부 온도 또는 오일 온도가 규정 값을 초과한 경우"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,84,,제21절 천공기
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,84,공기소비량 표시 등,"제84조(공기소비량 표시 등)
[①] ① 천공기의 차체에는 대기압하에서 천공기가 단위시간당 소비하는 공기량 및 필요한 공기압을 표시하여야 한다. <개정 2013.5.27>
[②] ② 압축공기는 천공작업이 가능하도록 송출되어야 한다. <신설 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,85,드리프터 지지붐,제85조(드리프터 지지붐) 무한궤도식 천공기의 드리프터 지지붐은 유압장치에 의하여 상하 또는 좌우로 이동할 수 있는 구조이어야 한다. <개정 2009.10.21>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,86,기동윤 구동 모터,제86조(기동윤 구동 모터) 무한궤도식 천공기의 기동윤을 구동하는 모터는 2개로서 좌우를 각각 독립하여 구동할 수 있는 구조이어야 한다. <개정 2009.10.21>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,87,착암기 등,"제87조(착암기 등)
[①] ①점보식 천공기는 착암기의 천공위치를 상하 또는 좌우로 쉽게 조절할 수 있는 구조이어야 한다. <개정 2013.5.27>
[②] ② 착암기를 지지하는 붐은 천공 시 진동에 견딜 수 있도록 균열, 만곡 및 절단된 곳이 없어야 한다. <신설 2013.5.27>
[③] ③ 착암기의 로드는 충분한 내구성을 가진 재질로 제작되어야 한다. <신설 2013.5.27>
[④] ④ 유압식의 경우 천공작업이 가능하도록 압력 및 유량을 유지하여야 한다. <신설 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,87,커터 등,"제87조의2(커터 등)
[①] ① 터널보링머신 천공기 또는 실드보링머신 천공기의 전면에 설치된 커터는 원석 또는 모래를 굴착하기에 충분한 강도를 유지할 수 있어야 하며, 파쇄된 원석 또는 모래를 이동시킬 수 있는 구조이어야 한다.
[②] ② 터널보링머신 천공기와 실드보링머신 천공기에는 커터, 본체 및 후레임의 작업상태를 실시간으로 표시하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,88,,제22절 항타 및 항발기
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,88,디젤파일해머식 항타 및 항발기,"제88조(디젤파일해머식 항타 및 항발기)
[①] ① 디젤파일해머식 항타 및 항발기의 종류는 다음 각 호와 같다
  [1.] 1.  타격체의 한쪽에만 연소실을 설치한 단동식
  [2.] 2.  실린더를 밀폐식으로 하고, 아래쪽을 연소실, 위쪽을 공기 반동실로 하여 공기의 반동작용에 의하여 타격하는 준복동식
[②] ② 디젤파일해머식 항타 및 항발기의 냉각 방식은 다음 각 호와 같다
  [1.] 1.  물을 이용하여 실린더를 냉각시키는 수냉식
  [2.] 2.  공기를 이용하여 실린더를 냉각시키는 공랭식
[③] ③ 디젤파일해머식 항타 및 항발기의 타격회수는 분당 40회 이상이어야 하고, 타격회수의 최대값과 최소값을 차체에 표시하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,89,진동파일해머식 항타 및 항발기,제89조(진동파일해머식 항타 및 항발기) 진동파일해머식 항타 및 항발기의 진동기의 진동수는 분당 500회 이상이어야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,89,오거장치 등,"제89조의2(오거장치 등)
[①] ① 오거스크루는 굴착시의 비틀림 및 충격에 대하여 견딜 수 있어야 하며, 굴착한 토사가 스크루에 의하여 쉽게 배출되는 구조이어야 한다.
[②] ② 리더는 균열, 변형 등 손상이 없어야 하며, 리더의 후면지지대(백스테이 등을 말한다)는 작동이 원활하여야 한다.
[③] ③ 리더 및 본체의 기울기표시장치는 조종사가 확인하기 쉬운 위치에 설치하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,90,,제23절 자갈채취기 <개정 2018.6.1>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,90,자갈채취기의 버킷,"제90조(자갈채취기의 버킷) 자갈채취기 버킷의 밑면 및 버킷의 투스는 내마모성 강재로 제작되어야 하고, 보수 또는 교환이 쉬운 구조이어야 한다. <개정 2018.6.1>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,91,자갈채취기의 구명부환 등,"제91조(자갈채취기의 구명부환 등) 자갈채취기는 다음 각 호의 것을 갖추어야 한다. <개정 2013.5.27, 2018.6.1>
  [1.] 1.  2개 이상의 구명부환
  [2.] 2.  4개 이상의 구명부의
  [3.] 3.  4개 이상의 소화기
  [4.] 4.  위난 시 구조를 위한 불꽃 구명 설비
  [5.] 5.  구명설비용 위치표시등"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,92,선별장치 및 컨베이어,"제92조(선별장치 및 컨베이어)
[①] ① 자갈채취기에는 골재를 크기별로 선별할 수 있는 선별장치를 설치하여야 한다. <개정 2018.6.1>
[②] ② 자갈채취기에는 선별장치에서 생산된 골재를 이송하는 컨베이어를 설치하여야 하며, 컨베이어는 골재를 운반하기에 적합한 재질이어야 한다. <개정 2013.5.27, 2018.6.1>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,92,연료탱크,제92조의2(연료탱크) 수상용 자갈채취기의 연료유탱크에는 「선박안전법」 제26조에 따른 공기관과 유량을 측정할 수 있는 측심장치를 설치하여야 한다. <개정 2018.6.1>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,93,,제24절 준설선
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,93,커터,제93조(커터) 커터(펌프식 준설선에 설치되는 것으로서 수중에서 회전하면서 토사를 굴착하는 장치를 말한다)는 내마모성 강재로 제작되어야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,93,흡입관,제93조의2(흡입관) 준설펌프의 흡입관에는 돌 등 이물질을 제거하기 위한 이물질제거장치(석취관 등을 말한다)를 설치하고 토출관에는 역류 방지용 역수(逆水)밸브를 설치하여야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,93,스퍼드,"제93조의3(스퍼드) 스퍼드는 충분한 내마모성의 기둥으로 균열, 만곡 및 절단된 곳이 없어야 하고, 박힘 깊이는 직경의 4배 이내이어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,93,그레이브 및 호이스트,"제93조의4(그레이브 및 호이스트) 그레이브는 낙하 충격이 붐에 미치지 않아야 하며, 호이스트는 설정 위치에서 자유 낙하할 수 있고 자동으로 제동되어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,93,연료유탱크,제93조의5(연료유탱크) 연료유탱크에는 「선박안전법」제26조에 따른 공기관과 유량을 측정할 수 있는 측심장치를 설치하여야 한다.
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,94,준설선의 구명부환 등,"제94조(준설선의 구명부환 등)
[①] ① 준설선에는 다음 각 호의 것을 갖추어야 한다. <개정 2013.5.27>
  [1.] 1.  2개 이상의 구명부환
  [2.] 2.  4개 이상의 구명부의
  [3.] 3.  4개 이상의 소화기
  [4.] 4.  위난시 구조를 위한 불꽃 구명 설비
  [5.] 5.  구명설비용 위치표시등
[②] ② 준설선에는 선체에서 발생하는 오수ㆍ폐수를 정화하여 배수할 수 있는 시설을 갖추거나, 오수ㆍ폐수를 모아 선외로 반출하여 처리할 수 있도록 저장조를 갖추어야 한다. <개정 2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,94,,제24절의2 특수건설기계 <신설 2012.5.7>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,94,트럭지게차,"제94조의2(트럭지게차)
[①] ① 트럭지게차(「건설기계관리법 시행령」 별표 1 제26호에 따라 국토교통부장관이 정하는 특수건설기계인 트럭지게차를 말한다)는 운전석이 있는 주행차대와 별도의 조종석을 포함한 들어올림장치(이하 이 조에서 ""작업장치""라 한다)가 있어야 한다. <개정 2013.3.23>
[②] ② 트럭지게차 작업장치의 안전기준에 관하여는 제18조부터 제25조까지의 규정을 준용한다. 이 경우 제22조에 따른 안정도는 작업장치를 조종할 때의 최고주행속도를 기준으로 한다.
[③] ③ 작업장치의 조종석 및 주행차대의 운전석에서는 동일한 기능의 조향장치, 가속장치 및 제동장치의 페달이 동시에 작동할 수 없는 구조이어야 한다.
[④] ④ 작업장치의 쇠스랑을 접거나 탈거(脫去)한 상태가 아닌 경우에는 주행차대의 운전석에서 시동이 불가능한 구조이어야 한다.
[⑤] ⑤ 트럭지게차의 좌우에는 최대들어올림용량과 자체중량을 각각 표시하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,95,,제25절 타워크레인
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,95,타워크레인의 종류,"제95조(타워크레인의 종류) 타워크레인의 종류는 다음 각 호와 같다.
  [1.] 1.  ""고정식 타워크레인""이란 콘크리트 기초 또는 고정된 기초 위에 설치된 타워크레인을 말한다.
  [2.] 2.  ""상승식 타워크레인""이란 건축 중인 구조물 위에 설치된 크레인으로서 구조물의 높이가 증가함에 따라 자체의 상승장치에 의하여 수직방향으로 상승시킬 수 있는 타워크레인을 말한다.
  [3.] 3.  ""주행식 타워크레인""이란 지면 또는 구조물에 레일을 설치하여 타워크레인 자체가 레일을 타고 이동 및 정지하면서 작업할 수 있는 타워크레인을 말한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,96,타워크레인의 정격하중 등,"제96조(타워크레인의 정격하중 등)
[①] ① ""타워크레인의 정격하중""이란 타워크레인이 권상하중에서 훅, 그래브 또는 버킷 등 달기기구의 하중을 뺀 하중을 말한다.
[②] ② ""권상하중""이란 타워크레인이 지브의 길이 및 경사각에 따라 들어 올릴 수 있는 최대의 하중을 말한다.
[③] ③ ""주행""이란 주행식 타워크레인이 레일을 따라 이동하는 것을 말한다.
[④] ④ ""횡행""이란 트롤리(trolley) 및 달기기구가 지브를 따라 이동하는 것을 말한다. <개정 2020.7.31>
[⑤] ⑤ ""자립고""란 보조적인 지지ㆍ고정 등의 수단 없이 설치된 타워크레인의 마스트 최하단부에서부터 마스트 최상단부까지의 높이를 말한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,97,안정도,"제97조(안정도)
[①] ① 타워크레인의 전도(顚倒)지점에서의 안정도는 한국산업규격(KS)의 타워크레인 안정성 요건에 따른다. <개정 2013.1.30>
[②] ② 제1항에 따른 안정도는 다음의 조건에서 계산하여야 한다. <개정 2013.1.30>
  [1.] 1.  안정도에 영향을 주는 하중은 타워크레인의 안정에 관한 가장 불리한 조건일 것
  [2.] 2.  바람은 타워크레인의 안정에 가장 불리한 방향에서 불어 올 것
[③] ③ 주행식 타워크레인은 정지하였을 때 풍하중 등 외력에 의한 이동을 방지할 수 있는 고정장치를 갖추어야 한다. 다만, 옥내에 설치되어 풍하중을 직접 받지 아니하는 타워크레인은 그러하지 아니하다. <개정 2013.1.30>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,98,타워크레인의 제동장치,"제98조(타워크레인의 제동장치)
[①] ① 주행식 타워크레인은 주행을 제동하기 위한 제동장치를 설치하여야 한다. 이 경우 주행을 제동하기 위한 제동토크값은 전동기 정격토크의 100분의 50 이상이어야 한다.
[②] ② 타워크레인은 횡행을 제동하기 위한 제동장치를 설치하여야 한다.
[③] ③ 타워크레인은 선회부의 회전을 제동하기 위한 제동장치를 설치하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,99,권상장치 등의 제동장치,"제99조(권상장치 등의 제동장치)
[①] ① 권상장치 및 기복장치는 하물 또는 지브의 강하를 제동하기 위한 제동장치를 설치하여야 한다. 다만, 수압실린더, 유압실린더, 공기압실린더 또는 증기압실린더를 사용하는 권상장치 및 기복장치에 대하여는 그러하지 아니하다.
[②] ② 제1항의 제동장치는 다음 각 호의 기준에 맞아야 한다. <개정 2013.1.30>
  [1.] 1.  제동토크값(권상장치 또는 기복장치에 2개 이상의 브레이크가 설치되어 있을 때는 각각의 브레이크 제동토크값을 합한 값을 말한다)은 타워크레인이 정격하중에 상당하는 하중을 들어 올릴 경우 해당 타워크레인의 권상장치 또는 기복장치의 토크값(해당 토크값이 둘 이상 있을 때는 그 값 중 최대값을 말한다)의 1.5배 이상일 것
  [2.] 2.  타워크레인이 정격하중을 들어 올릴 경우 기중상태를 유지할 수 있는 제동장치를 갖출 것
  [3.] 3.  타워크레인의 동력이 제거되거나 차단되었을 때 자동적으로 작동할 것
  [4.] 4.  전원 공급에 문제가 생겼을 경우에도 중량물이 떨어지지 아니할 것
[③] ③ 제2항제1호의 권상장치 또는 기복장치의 토크값은 저항이 없는 것으로 계산한다. 다만, 해당 권상장치 또는 기복장치에 효율이 100분의 75 이하인 웜 및 웜기어 기구가 사용되고 있는 경우에는 해당 기어 기구의 저항으로 발생하는 토크 값의 2분의 1에 상당하는 저항이 있는 것으로 계산한다."
